IncidentId,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus
597061,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,5530,SHEPHERDSVILLE,RD,,,,,,,,38.1669243,-85.6596475,,8/22/2014,0856,2,1,0,1,CLEAR,DRY,TRUE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41913.65735,FALSE,6138,Accepted
2321626,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,RIVER,RD,,,MOCKINGBIRD VALLEY,,,,,38.2791443,-85.696667,0.007,8/19/2014,2211,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41871.36953,FALSE,7578,Accepted
549185,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,1ST,ST,S,,,I 0065,I65 S EXIT136 ON RAMP FROM E JACOB ST,,COLLEGE,38.2437452,-85.7538104,0.859,8/17/2014,0218,2,1,0,1,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41869.37635,FALSE,7105,Accepted
634453,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON,HWY,,,LINWOOD,,,,,38.2108493,-85.7401558,9.789,7/16/2014,0510,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41841.36733,FALSE,7146,Accepted
2424755,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,FARNSLEY,,,,,38.2007786,-85.8022458,16.025,7/13/2014,1958,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,,,41841.32609,FALSE,7093,Accepted
546144,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DR W J HODGE,ST,,,,,,,,38.2491328,-85.7865315,19.648,7/12/2014,1746,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41834.37675,FALSE,7877,Accepted
542279,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,4027,PARTHENIA,AVE,,,,,,,,38.1840268,-85.7932475,0.011,7/10/2014,2205,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41834.3705,FALSE,2812,Accepted
2352354,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,,KY1931,SAINT ANDREWS CHURCH,KY1931,GREENWOOD,38.1445435,-85.8393272,11.751,7/8/2014,2229,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41842.32655,FALSE,2217,Accepted
622130,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,US0060A,,7TH,ST,,,LEROY,,,,,38.1945942,-85.8036991,0.281,7/6/2014,2148,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,41828.61567,FALSE,7067,Accepted
2357329,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0060A,,TAYLOR,BLVD,,,,,PHYLLIS,,CALHOUN,38.2033292,-85.7799816,2.005,7/5/2014,1335,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41827.54367,FALSE,7578,Accepted
540371,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,BEULAH CHURCH,RD,,,,,,,,38.1243529,-85.6146943,3.342,7/3/2014,2335,4,3,1,0,CLEAR,DRY,TRUE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41827.53878,FALSE,6886,Accepted
572363,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,INDIAN,TRL,E,,,,ST CHARLES,,BROADMOOR,38.1852794,-85.6633106,2.739,6/28/2014,0330,3,2,0,2,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41827.53376,FALSE,7793,Accepted
625174,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,BROADWAY,,E,,,,,,,38.2451404,-85.7456893,3.07,6/24/2014,0003,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41820.45093,FALSE,6886,Accepted
2357262,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1865,,TAYLOR,BLVD,,,SEELBACH,,,,,38.1878874,-85.7835362,5.617,6/20/2014,0003,3,2,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41810.3733,FALSE,7010,Accepted
618941,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1727,,TERRY,RD,,,PAGES,,,,,38.1310206,-85.8742321,0.638,6/20/2014,1833,2,1,1,0,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41815.36902,FALSE,6100,Accepted
588699,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,2ND,ST,N,,,,,,,38.256277,-85.7533402,0,6/12/2014,0738,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,41816.40953,FALSE,2400,Accepted
2324409,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,EDGELAND,AVE,,,,,TYLER PARK,US0031E,BARDSTOWN,38.2323574,-85.713636,0.139,6/8/2014,1503,3,2,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,BACKING,STRAIGHT & HILLCREST,DAYLIGHT,,,41800.36696,FALSE,7764,Accepted
554914,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,7213,SKY BLUE,AVE,,,,,,,,38.1472927,-85.8516949,0.226,6/3/2014,1746,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41796.36623,FALSE,6886,Accepted
628626,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,DIXIE,HWY,,,HILL,,,,,38.2282866,-85.7904827,1.498,5/21/2014,2125,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41788.40834,FALSE,2000,Accepted
564168,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,FEGENBUSH,LN,,,,,WOODHAVEN,,BANNON CROSSINGS,38.1742142,-85.6396311,0.91,5/10/2014,1400,2,1,0,1,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41771.37825,FALSE,7901,Accepted
2230020,0560300,ST. MATTHEWS POLICE DEPARTMENT,Accepted,JEFFERSON,US0060,3921,SHELBYVILLE,RD,,,,,,,,38.2528871,-85.6547345,3.581,4/27/2014,0121,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,41757.32708,FALSE,9155,Accepted
617253,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,28TH,ST,S,,KARLSRUHE,,,,,38.250324,-85.7981334,0.745,4/26/2014,2316,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41757.40734,FALSE,7937,Accepted
2331207,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,SAN JOSE,,,,,38.1777842,-85.8192935,14.169,4/24/2014,0402,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41757.45207,FALSE,7103,Accepted
14326795,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0071,,I71 N,,,,,,INDIAN HILLS,,I71 N EXIT2 ON RAMP FROM ZORN AVE,38.28088333,-85.68753333,2.444,4/24/2014,2140,4,2,0,3,CLEAR,DRY,FALSE,REAR END ON SHOULDER,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41759.36692,FALSE,7840,Accepted
14369843,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,KINGSMORE,DR,,,,KY6304,OLD PRESTON,,WOODLEA,38.1017274,-85.6743375,0.099,4/21/2014,1640,2,1,0,1,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41751.32818,FALSE,6937,Accepted
3519030,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,26TH,ST,S,,,,,,,38.2538338,-85.7945001,0.48,4/20/2014,0352,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41750.37697,FALSE,7578,Accepted
3626659,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,GRANDEL,BLVD,,,GRANWYN,,,,,38.1555098,-85.8584807,0.608,4/17/2014,1858,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,41752.36795,FALSE,6886,Accepted
14387848,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,GILMORE,LN,,,BLUEBIRD,,,,,38.1773599,-85.7085871,0.298,4/14/2014,0641,2,1,0,1,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,41744.40905,FALSE,7652,Accepted
2412444,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,RIVER,RD,,,,,,,,38.2872348,-85.686476,0,4/13/2014,0000,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41743.45491,FALSE,7564,Accepted
14277510,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,,,PARK,,SCHMITTS,38.1931678,-85.8073219,15.436,4/6/2014,2256,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41736.69916,FALSE,7107,Accepted
14063970,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON HWY,,,,PARK BROOK DR,,,,,38.16945,-85.70553333,8,3/27/2014,0025,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41725.59546,FALSE,7134,Accepted
14349946,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON,ST,S,US0060A,EASTERN,,,,,38.214636,-85.7431243,10.131,3/26/2014,2100,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,41725.41184,FALSE,7945,Accepted
14348164,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,JACOB,ST,E,,1ST,,,,,38.2442896,-85.7528401,0.042,3/25/2014,1740,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41725.40968,FALSE,7945,Accepted
14343713,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,SHELBY,ST,S,,MERIWETHER,,,,,38.2286982,-85.7420393,0.146,3/19/2014,0720,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41718.36674,FALSE,2229,Accepted
14276783,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,JACKSON,ST,S,,JEFFERSON,,,,,38.2524564,-85.7443242,12.798,3/13/2014,1556,5,4,0,3,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,41712.3308,TRUE,2032,Accepted
13962149,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,,,MATHEIS,,MATHEIS,38.1967583,-85.8049491,15.704,3/10/2014,0643,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41718.74024,FALSE,7106,Accepted
17561792,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON,HWY,,,PINECROFT,,,,,38.1344309,-85.6845258,3.665,3/9/2014,0437,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,41710.36619,FALSE,2000,Accepted
14367067,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,3RD,ST,S,,TENNY,,,,,38.1769157,-85.767062,1.512,3/9/2014,1820,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41708.3778,FALSE,2508,Accepted
14255612,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,YORKTOWN,RD,,,,,PATRICK HENRY,,PATRICK HENRY,38.1408243,-85.7547432,0.019,3/5/2014,0715,4,1,0,3,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41703.6577,FALSE,2313,Accepted
14365293,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0065,,,,,,,I 0065,I65 N EXIT131A TRANSIT,I 0065,I65 N EXIT131A RAMP TO FREEDOM WAY S,38.1920839,-85.731283,1.268,3/3/2014,1313,2,1,0,3,CLEAR,SNOW/SLUSH,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,41702.36869,TRUE,2087,Accepted
14364839,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,HILL,ST,W,,11TH,,,,,38.2272952,-85.7739421,0.933,3/1/2014,2046,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,41702.3675,FALSE,7840,Accepted
14195807,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,OAK POINTE,DR,,,,,WOODED OAK,,OAK CREST,38.3144512,-85.5364062,0.395,2/22/2014,0920,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41694.37263,FALSE,6805,Accepted
14195889,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,6703,STRAWBERRY,LN,,,,,,,,38.1594054,-85.7629181,,2/22/2014,1230,2,1,0,1,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41694.37295,FALSE,7130,Accepted
13946581,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,KERRY,RD,,,,,PAGES,,MARYMAN,38.1322513,-85.8514487,0.142,2/4/2014,1437,2,1,0,1,CLOUDY,SNOW/SLUSH,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41675.41591,FALSE,7766,Accepted
13625573,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,4950,BROWNSBORO,RD,,,,,,,,38.2838793,-85.6280091,,1/31/2014,1505,2,1,0,1,CLOUDY,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41673.45524,FALSE,7905,Accepted
3363729,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0146,,LA GRANGE,RD,,,ASHMOOR,,,,,38.2704218,-85.5768856,2.8,1/24/2014,1728,3,2,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41666.45103,FALSE,7764,Accepted
3239517,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,US0060A,EASTERN,,,,,38.2319986,-85.7092914,14.625,1/20/2014,2215,3,2,0,1,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,ANGLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,41660.32904,FALSE,7900,Accepted
14334602,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0841,,KY841,,,,,,,,,38.117835,-85.7388396,8.155,1/12/2014,0102,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41652.37402,FALSE,7578,Accepted
14178296,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,300,BRECKINRIDGE,ST,E,,,,,,,38.2409552,-85.7504429,1.398,1/5/2014,1836,2,1,0,1,RAINING,WATER (STANDING OR MOVING),TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41668.36569,FALSE,7140,Accepted
13473761,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BARDSTOWN RD,,,,,,BELMONT RD,,GOLDSMITH LN,38.2048,-85.66776667,,12/31/2013,2210,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41642.43619,FALSE,7059,Accepted
555707,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,,,KATHERINE STATION,,KATHERINE STATION,38.0040515,-85.9395479,0.26,12/29/2013,0055,2,1,1,0,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41639.32809,FALSE,7764,Accepted
3231596,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,809,MULBERRY,ST,,,,,,,,38.2278366,-85.7410033,0.061,12/11/2013,2017,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,41627.32742,FALSE,7140,Accepted
13418775,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,15301,DIXIE,HWY,,,,,,,,38.0405887,-85.9057276,3.444,12/10/2013,1932,2,1,1,0,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41620.40939,FALSE,2239,Accepted
3299379,0561000,JEFFERSONTOWN POLICE DEPT,Accepted,JEFFERSON,KY0155,,TAYLORSVILLE,RD,,,,,HARMONY,,TUCKER,38.2069467,-85.5822819,10.63,11/29/2013,2311,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41610.32639,FALSE,8265,Accepted
3223499,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1931,,7TH STREET,RD,,,TENNESSEE,,,,,38.2177749,-85.7797962,10.292,11/21/2013,1848,5,2,0,3,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41600.36899,TRUE,7922,Accepted
3304453,0560300,ST. MATTHEWS POLICE DEPARTMENT,Accepted,JEFFERSON,US0060,3900,SHELBYVILLE,RD,,,,,,,,38.2528394,-85.6544256,3.597,11/17/2013,0224,4,2,0,2,RAINING,WET,FALSE,1 VEHICLE ENTERING OR LEAVING PARKED POSITION (NOT PARKING LOT),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41595.40722,FALSE,9154,Accepted
13028925,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,,,ST GABRIEL,,HUDSON,38.1662288,-85.6009645,6.949,11/12/2013,1634,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,41596.36709,FALSE,2323,Accepted
18132082,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1450,8319,BLUE LICK,RD,,,,,,,,38.13036667,-85.68916667,3.159,11/9/2013,0450,3,2,1,0,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,41593.36634,TRUE,2239,Accepted
13030347,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,5608,PRESTON,HWY,,,,,,,,38.1686459,-85.7064613,,11/3/2013,0840,2,1,0,1,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41582.38184,FALSE,2429,Accepted
3347469,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0022,9500,BROWNSBORO,RD,,,,,,,,38.3069529,-85.5753864,3.47,10/26/2013,0849,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,41575.37499,FALSE,2142,Accepted
3191972,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,,,,,,38.1145999,-85.8613849,9.197,10/16/2013,0648,2,1,0,1,CLOUDY,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,41576.36554,FALSE,2400,Accepted
3196191,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,PONDER,,,,,38.1157737,-85.8603678,9.295,10/15/2013,2044,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41569.36569,FALSE,2000,Accepted
3356977,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0065,,I65 N,,,,,,,,,38.1693103,-85.7204985,129.116,10/14/2013,2326,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,41562.37036,FALSE,6886,Accepted
3368136,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1447,,WESTPORT,RD,,,,,,,,38.2843667,-85.5818272,4.649,10/9/2013,2105,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41575.36615,FALSE,6246,Accepted
3352330,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BETHANY,LN,,,,,LOWER RIVER,,BETHANY OAKS,38.1030715,-85.8902601,1.029,10/6/2013,2036,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,41556.36719,FALSE,7766,Accepted
3306948,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,309,ST CATHERINE,,,,,,,,,38.2404,-85.75441667,,9/28/2013,0513,2,1,0,1,CLEAR,DRY,TRUE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,41555.67079,FALSE,7110,Accepted
